class,cleaned_comment
0,Can we not fucking explain the whole song and just appreciate billies voice she is a fucking angel man and she doesn't need explanations about her songs just listen and enjoy it
0,Can I get a shoutout pleaseeeeee I only have a little bit of people
0,Buy lethal guns real ones not toys
0,Buy a pc game call camp buddies trust me you haven't seen anything yet
0,Brush I would fucking love to film a video with Maurice man he is like an older black version of me I swear to god
0,Broke my heart to see the young boy claim his allegiance
0,Bro your channel needs to grow man
0,Bottles are beautiful on the inside and out
0,Because people become evil easily it is in our genes
0,Beautiful in every way
0,Be aware of the girl in class who doesn't know how to control her emotions because she doesn't understand that it is not socially acceptable for someone her age to have an outburst
0,Awful such a terror coming from nowhere felt for him
0,At the end you literally described yourself as a gold digger
0,"At that point you have a right to defend yourself, but the sad thing is I bet if he had defended finale he would have gotten in trouble sadly he did the right thing but suffered greatly"
