comment,class,cleaned_comment
"Children have no business developing their 'sexuality"". THEY ARE CHILDREN! LET THEM BE KIDS!",0,Children have number business developing their sexuality they are children let them be kids
"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",0,Child abuse manipulation et cetera what the hell are we transforming this world into how sick mind can people have and how stupid can others be to send their kids there
Certainly you can. You can make it illegal to use them. Boom. Done. It's solved.,0,Certainly you can make it illegal to use them boom done it is solved
Can't wait for the music video!!!!!,0,Cannot wait for the music video
Can't tell if you're a pedophile victim or a pedophile.,0,Cannot tell if you're a pedophile victim or a pedophile
"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",0,Can you all see how absurd it is calling all white people racist calling all black people criminals it is all the same why does race even matter why can we judge terrible people not terrible white people
"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",0,Can we not fucking explain the whole song and just appreciate billies voice she is a fucking angel man and she doesn't need explanations about her songs just listen and enjoy it
Can I get a shoutout pleaseeeeee I only have a little bit of people :(,0,Can I get a shoutout pleaseeeeee I only have a little bit of people
"Buy lethal guns ... Real ones, not toys!",0,Buy lethal guns real ones not toys
Buy a pc game call camp buddies trust me you haven't seen anything yet,0,Buy a pc game call camp buddies trust me you haven't seen anything yet
"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",0,Brush I would fucking love to film a video with Maurice man he is like an older black version of me I swear to god
broke my heart to see the young boy claim his allegiance,0,Broke my heart to see the young boy claim his allegiance
Bro..your channel needs to grow man,0,Bro your channel needs to grow man
Bottles are beautiful on the inside and out,0,Bottles are beautiful on the inside and out
"because people becomes evil easily, it is in our genes",0,Because people become evil easily it is in our genes
Beautiful in every way!,0,Beautiful in every way
